"id_str";"from_user";"text";"created_at";"time";"user_location"
"1320739101369421831";"k__yooo3";"@umseremruinas @Abszinto @DaviNunes777 @animecomentario @mekitojiu Teve um maluco q tava negando o aquecimento global, foi engraçado..";"Mon Oct 26 14:48:34 +0000 2020";26/10/2020 14:48:34;"Maceió, Brasil"
"1320736820322250754";"ChefeBossRBR";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:39:30 +0000 2020";26/10/2020 14:39:30;"Brasil Red Bull Ring "
"1320736759777546241";"NadjaFerreiraV1";"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI";"Mon Oct 26 14:39:16 +0000 2020";26/10/2020 14:39:16;
"1320736559612702720";"_caionceagain";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:38:28 +0000 2020";26/10/2020 14:38:28;
"1320736140337549319";"rodriguespbru";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:36:48 +0000 2020";26/10/2020 14:36:48;"Niterói, Brasil"
"1320735911190155264";"naybunnygguk";"Se a terra é plana porque nós falamos ""aquecimento global"" e não ""a chapa tá esquentando"" ?";"Mon Oct 26 14:35:53 +0000 2020";26/10/2020 14:35:53;"bang"
"1320735817439084544";"hamicciaxdo";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:35:31 +0000 2020";26/10/2020 14:35:31;"Mônaco"
"1320732538181222403";"caique_anon";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:22:29 +0000 2020";26/10/2020 14:22:29;"São Paulo,Brasil"
"1320731969001525254";"Helorezende53";"@hfmagnus5 Esse é o aquecimento global";"Mon Oct 26 14:20:14 +0000 2020";26/10/2020 14:20:14;
"1320731776738824194";"matossliv";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:19:28 +0000 2020";26/10/2020 14:19:28;
"1320731639132180480";"gu64_";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:18:55 +0000 2020";26/10/2020 14:18:55;"Salvador, BA, Brasil"
"1320731201146150912";"rickcavas";"@c_rolll Pq a expectativa de vida diminui junto com as calotas polares por causa do aquecimento global";"Mon Oct 26 14:17:11 +0000 2020";26/10/2020 14:17:11;
"1320731163393200128";"ribeirodinora84";"RT @IvanMarcos26: A pessoa que faz essa nojeira é a mesma que vem nas redes sociais encher o saco, por causa do aquecimento global, buraco na camada de ozônio, queimadas... mas não sabe limpar a própria sujeira. https://t.co/hK2GZaTQbI";"Mon Oct 26 14:17:02 +0000 2020";26/10/2020 14:17:02;"Pompéia, Brasil"
"1320731022653378560";"_locomoro";"RT @RosbergOpressao: 𝐍𝐈𝐂𝐎 𝐑𝐎𝐒𝐁𝐄𝐑𝐆 - 𝐄𝐦𝐩𝐫𝐞𝐞𝐧𝐝𝐞𝐝𝐨𝐫 𝐝𝐞 𝐒𝐮𝐬𝐭𝐞𝐧𝐭𝐚𝐛𝐢𝐥𝐢𝐝𝐚𝐝𝐞.

Investimentos, a luta contra poluição, amenizar os efeitos do aquecimento global e por um mundo mais sustentável e saudável!

A THREAD! ⬇️ https://t.co/8mjrKWCstx";"Mon Oct 26 14:16:28 +0000 2020";26/10/2020 14:16:28;"Mogi das Cruzes, Brasil"
"1320730855929745409";"becarys_";"ora ora parece que o aquecimento global vai matar a gente antes de eu conseguir namorar alguém TA FELIZ CAPITALISMO????";"Mon Oct 26 14:15:48 +0000 2020";26/10/2020 14:15:48;"Santarém, Brasil"
